duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,attack_category,label_encoded,Predicted_Category,Predicted_Binary,Anomaly_Score,Attack_Probability
0,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.0,0.0,0.8,1.0,0.2,0.8,1.0,205,50,0.19,0.02,0.0,0.04,0.01,0.0,0.87,1.0,mscan,Probe,2,Probe,Attack,-1,0.88224953
0,1,24,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.03,0.03,back,DoS,0,DoS,Attack,1,0.9991682
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,16,0.0,0.0,1.0,1.0,0.14,0.07,0.0,255,16,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99996066
0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.0,0.0,0.0,0.0,0.23,0.46,0.0,255,3,0.01,0.25,1.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Probe,Attack,-1,0.99985504
0,0,15,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,138,4,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Attack,1,0.006942034
0,2,12,9,46,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,197,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.916855e-05
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1,0.04,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.89,1.0,saint,Probe,2,Probe,Attack,-1,0.99994224
0,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,8,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,8,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99996066
0,1,60,9,124,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.01,0.02,0.02,guess_passwd,R2L,3,Normal,Attack,1,0.0023158789
0,1,24,9,223,8129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,29,0.0,0.0,0.0,0.0,1.0,0.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.9870224e-05
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,1,0.06,0.0,0.94,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.95,1.0,saint,Probe,2,Probe,Attack,-1,0.9999359
0,1,47,9,30,217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,guess_passwd,R2L,3,Normal,Attack,1,0.007573247
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1,0.0,0.0,1.0,1.0,0.0,0.07,0.0,255,1,0.0,0.08,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.9999383
0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,14,1.0,1.0,0.0,0.0,0.23,0.07,0.0,255,60,0.24,0.02,0.02,0.0,0.97,0.98,0.0,0.0,neptune,DoS,0,DoS,Attack,-1,0.99994063
0,0,15,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,251,251,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,DoS,0,DoS,Attack,-1,0.99983466
0,0,15,9,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,DoS,0,DoS,Attack,1,0.99071234
0,1,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1,0.05,1.0,0.95,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,1.0,0.94,0.0,saint,Probe,2,Probe,Attack,-1,0.99989647
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.09,0.0,0.91,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.01,0.0,0.99,1.0,satan,Probe,2,Probe,Attack,-1,0.9999332
0,1,24,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.33,0.33,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.06,0.06,back,DoS,0,DoS,Attack,-1,0.9968909
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.15,0.0,0.84,1.0,0.0,1.0,0.0,255,1,0.0,0.92,0.0,0.0,0.13,0.0,0.87,1.0,satan,Probe,2,Probe,Attack,-1,0.99992955
0,1,28,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,152,60,0.26,0.03,0.01,0.03,0.0,0.0,0.91,0.98,mscan,Probe,2,Normal,Attack,-1,0.015359759
0,1,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,178,1,0.01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,nmap,Probe,2,Probe,Attack,-1,0.9988338
0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1,0.0,0.0,1.0,1.0,0.0,0.08,0.0,255,1,0.0,0.08,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99991953
0,2,12,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,67,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,0.00095552206
0,1,24,9,294,7333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,36,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.605553e-05
0,1,20,9,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,30,0.17,0.04,0.17,0.07,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,0.0005373359
0,2,49,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpguess,R2L,3,Normal,Normal,1,0.0007070303
7638,1,60,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,169,0.66,0.02,0.0,0.0,0.49,0.47,0.01,0.01,processtable,Unknown,5,Normal,Attack,-1,0.01094377
0,0,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,135,1.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,saint,Probe,2,Probe,Attack,-1,0.9996636
0,1,20,9,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,16,0.23,0.28,0.23,0.12,0.0,0.0,0.06,0.0,normal,Normal,1,Normal,Normal,1,0.0014730692
0,1,24,9,312,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,0.0,0.0,0.0,0.0,1.0,0.0,0.19,98,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.843971e-05
0,2,12,9,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.952618e-05
0,1,24,9,318,68687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,0.00010728836
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,10,0.0,0.0,1.0,1.0,0.04,0.07,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99996316
0,1,24,9,345,428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,9.2983246e-05
0,1,60,9,126,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,82,0.32,0.02,0.0,0.0,0.0,0.0,0.01,0.04,guess_passwd,R2L,3,Normal,Attack,1,0.003265202
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,20,0.01,0.0,0.99,1.0,0.07,0.06,0.0,255,20,0.08,0.07,0.0,0.0,0.01,0.0,0.99,1.0,neptune,DoS,0,DoS,Attack,-1,0.9999279
0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,11,0.75,0.5,0.75,0.18,0.0,0.0,0.0,0.0,warezmaster,R2L,3,Normal,Attack,1,0.02044344
7454,1,60,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,201,0.79,0.02,0.0,0.0,0.32,0.34,0.01,0.01,processtable,Unknown,5,Normal,Attack,-1,0.011120558
0,1,24,9,183,10332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,255,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.915497e-05
0,1,54,9,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,158,0.98,0.05,0.03,0.02,0.0,0.0,0.03,0.01,normal,Normal,1,Normal,Normal,1,0.0011851788
0,1,24,9,294,3091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,9.3102455e-05
0,2,12,9,44,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,225,0.88,0.01,0.0,0.0,0.0,0.0,0.04,0.0,normal,Normal,1,Normal,Normal,1,0.00020760298
0,1,20,9,14189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,48,0.42,0.07,0.42,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,0.0002513528
0,1,54,9,2049,386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210,69,0.12,0.68,0.0,0.03,0.0,0.0,0.69,0.01,normal,Normal,1,Normal,Attack,1,0.00469023
0,1,24,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.06,0.06,back,DoS,0,DoS,Attack,1,0.9807631
0,1,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0.33,0.21,0.67,0.53,0.67,0.67,0.74,63,94,0.33,0.08,0.02,0.02,0.02,0.07,0.89,0.61,mscan,Probe,2,Normal,Attack,-1,0.09901762
0,1,24,9,221,6642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,17,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.998943e-05
0,1,24,9,312,1645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.200241e-05
0,1,24,9,295,973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,114,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.3194504e-05
1,1,54,9,1512,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19,116,0.84,0.16,0.05,0.02,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,0.00014352798
0,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,29,0.11,0.03,0.0,0.0,0.02,0.0,0.5,1.0,mscan,Probe,2,Normal,Attack,-1,0.08793616
0,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.62,1.0,0.12,1.0,0.0,0.88,233,117,0.5,0.01,0.0,0.0,0.0,0.0,0.65,0.3,mscan,Probe,2,Normal,Attack,-1,0.009584308
0,2,49,9,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,-1,0.0010379553
0,1,24,9,332,1379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,0.0,0.0,0.0,0.0,1.0,0.0,0.25,58,255,1.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.7962875e-05
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,26,0.1,0.02,0.0,0.0,0.0,0.0,0.09,0.81,httptunnel,R2L,3,Normal,Attack,-1,0.030389786
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1,0.14,0.0,0.85,1.0,0.0,1.0,0.0,255,1,0.0,0.95,0.0,0.0,0.11,0.0,0.88,1.0,satan,Probe,2,Probe,Attack,-1,0.9999336
0,1,24,9,300,1582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.1525574e-05
0,1,24,9,171,4770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.845329e-05
4,1,47,2,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0.0,0.0,1.0,1.0,0.33,1.0,1.0,255,5,0.02,0.03,0.0,0.0,0.0,0.0,0.06,0.8,mscan,Probe,2,Probe,Attack,-1,0.8537611
281,1,19,9,162,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,3,0.01,0.15,0.0,0.0,0.45,0.0,0.15,0.0,warezmaster,R2L,3,Normal,Attack,-1,0.07614094
0,2,12,9,44,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,173,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.928776e-05
0,2,12,9,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,211,0.79,0.07,0.79,0.01,0.0,0.0,0.21,0.0,normal,Normal,1,Normal,Normal,1,0.0002169013
0,1,24,9,297,4605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0.0,0.0,1.0,0.0,0.31,68,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.21352e-05
0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,10,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,10,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99995613
0,1,24,9,249,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.593632e-05
899,1,24,4,74464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0.07,0.07,0.93,0.93,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.59,0.59,apache2,DoS,0,DoS,Attack,-1,0.9177655
0,1,24,9,320,2494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,74,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.331371e-05
0,1,60,9,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,89,0.35,0.02,0.0,0.0,0.0,0.0,0.01,0.03,guess_passwd,R2L,3,Normal,Attack,1,0.0025775433
0,1,60,9,127,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,guess_passwd,R2L,3,Normal,Attack,1,0.005022943
0,1,24,9,201,4671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,9.393692e-05
0,1,24,9,325,382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,0.0,0.0,0.0,0.0,1.0,0.0,0.09,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.355213e-05
0,1,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1,0.15,1.0,0.85,0.0,0.0,1.0,0.0,255,1,0.0,0.99,0.0,0.0,0.13,1.0,0.85,0.0,satan,Probe,2,Probe,Attack,-1,0.99990165
0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,12,0.0,0.0,0.0,0.0,0.09,0.74,0.0,255,12,0.05,0.89,1.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Probe,Attack,-1,0.99971086
0,1,24,9,340,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.390976e-05
0,1,24,9,363,2839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.748604e-05
0,1,24,9,337,16255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,0.00013566017
1,1,54,9,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,244,0.96,0.04,0.0,0.0,0.0,0.0,0.04,0.0,mailbomb,Unknown,5,Normal,Normal,1,0.00044077635
0,0,15,9,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,DoS,0,DoS,Attack,-1,0.9998802
0,1,24,9,204,2199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,145,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.426739e-05
0,1,60,9,119,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,212,0.83,0.02,0.0,0.0,0.0,0.0,0.02,0.03,guess_passwd,R2L,3,Normal,Attack,1,0.0024800897
8132,1,60,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,79,0.31,0.02,0.0,0.0,0.69,0.59,0.01,0.03,processtable,Unknown,5,Normal,Attack,-1,0.009699583
0,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.0,1.0,0.0,0.0,1.0,0.0,1.0,111,87,0.34,0.03,0.01,0.02,1.0,1.0,0.0,0.0,mscan,Probe,2,DoS,Attack,-1,0.9987753
0,1,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,155,1,0.01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,nmap,Probe,2,Probe,Attack,-1,0.99642503
0,1,24,9,319,396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,39,0.0,0.0,0.0,0.0,1.0,0.0,0.05,82,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.058548e-05
0,1,24,9,286,5989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.535385e-05
0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,18,0.0,0.0,1.0,1.0,0.13,0.07,0.0,255,18,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.999958
2362,1,60,2,150,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,24,1,0.04,0.08,0.04,0.0,0.0,0.0,0.04,1.0,normal,Normal,1,Normal,Attack,-1,0.004445255
0,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0.85,0.85,0.13,0.13,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.18,0.18,0.7,0.7,apache2,DoS,0,Normal,Attack,-1,0.24541008
0,1,24,9,295,2044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,8.34465e-05
0,1,24,9,289,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.331371e-05
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,4,0.01,0.0,0.99,1.0,0.01,0.06,0.0,255,4,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99994963
0,1,24,9,326,3604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.605553e-05
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,11,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,DoS,0,DoS,Attack,-1,0.99996346
0,1,24,9,285,347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,45,0.0,0.0,0.0,0.0,1.0,0.0,0.04,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.390976e-05
0,1,24,9,312,1410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Normal,1,Normal,Normal,1,7.43866e-05
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,15,1.0,1.0,0.0,0.0,0.12,0.06,0.0,255,15,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,DoS,0,DoS,Attack,-1,0.99997306
